Date,Open,High,Low,Close,Volume,O/C,H/C,L/C,reportedEPS,estimatedEPS,surprise,surprisePercentage,rEPS/C,estEPS/C,surEPS/C,sP/C
2/4/2022,171.6800,174.1000,170.6800,170.6597,82465400,1.00598,1.0202,1.0001,2.1,1.89,0.21,11.1111,0.0123,0.0111,0.0012,0.0651
2/3/2022,174.4800,176.2400,172.1200,170.9468,89418100,1.02067,1.0310,1.0069,2.1,1.89,0.21,11.1111,0.0123,0.0111,0.0012,0.0650
2/2/2022,174.7500,175.8800,173.3300,173.8536,84914300,1.00516,1.0117,0.9970,2.1,1.89,0.21,11.1111,0.0121,0.0109,0.0012,0.0639
2/1/2022,174.0100,174.8400,172.3100,172.6375,86213900,1.00795,1.0128,0.9981,2.1,1.89,0.21,11.1111,0.0122,0.0109,0.0012,0.0644
1/31/2022,170.1600,175.0000,169.5100,172.8056,115541600,0.98469,1.0127,0.9809,2.1,1.89,0.21,11.1111,0.0122,0.0109,0.0012,0.0643
1/28/2022,165.7100,170.3500,162.8000,168.4059,179935700,0.98399,1.0115,0.9667,2.1,1.89,0.21,11.1111,0.0125,0.0112,0.0012,0.0660
1/27/2022,162.4500,163.8400,158.2800,157.4214,121954600,1.03194,1.0408,1.0055,2.1,1.89,0.21,11.1111,0.0133,0.0120,0.0013,0.0706
1/26/2022,163.5000,164.3900,157.8200,157.8860,108275300,1.03556,1.0412,0.9996,1.24,1.24,0,0,0.0079,0.0079,0.0000,0.0000
1/25/2022,158.9800,162.7600,157.0200,157.9750,115798400,1.00636,1.0303,0.9940,1.24,1.24,0,0,0.0078,0.0078,0.0000,0.0000
1/24/2022,160.0200,162.3000,154.7000,159.7942,162294600,1.00141,1.0157,0.9681,1.24,1.24,0,0,0.0078,0.0078,0.0000,0.0000
1/21/2022,164.4200,166.3300,162.3000,160.5753,122848900,1.02394,1.0358,1.0107,1.24,1.24,0,0,0.0077,0.0077,0.0000,0.0000
1/20/2022,166.9800,169.6800,164.1800,162.6516,91420500,1.02661,1.0432,1.0094,1.24,1.24,0,0,0.0076,0.0076,0.0000,0.0000
1/19/2022,170.0000,171.0800,165.9400,164.3522,94815000,1.03436,1.0409,1.0097,1.24,1.24,0,0,0.0075,0.0075,0.0000,0.0000
1/18/2022,171.5100,172.5400,169.4100,167.8818,90956700,1.02161,1.0277,1.0091,1.24,1.24,0,0,0.0074,0.0074,0.0000,0.0000
1/14/2022,171.3400,173.7800,171.0900,171.1149,80440800,1.00132,1.0156,0.9999,1.24,1.24,0,0,0.0072,0.0072,0.0000,0.0000
1/13/2022,175.7800,176.6200,171.7900,170.2448,84505800,1.03251,1.0374,1.0091,1.24,1.24,0,0,0.0073,0.0073,0.0000,0.0000
1/12/2022,176.1200,177.1800,174.8200,173.5471,74805200,1.01483,1.0209,1.0073,1.24,1.24,0,0,0.0071,0.0071,0.0000,0.0000
1/11/2022,172.3200,175.1800,170.8200,173.1022,76138300,0.99548,1.0120,0.9868,1.24,1.24,0,0,0.0072,0.0072,0.0000,0.0000
1/10/2022,169.0800,172.5000,168.1700,170.2448,106765600,0.99316,1.0132,0.9878,1.24,1.24,0,0,0.0073,0.0073,0.0000,0.0000
1/7/2022,172.8900,174.1400,171.0300,170.2251,86709100,1.01566,1.0230,1.0047,1.24,1.24,0,0,0.0073,0.0073,0.0000,0.0000
1/6/2022,172.7000,175.3000,171.6400,170.0570,96904000,1.01554,1.0308,1.0093,1.24,1.24,0,0,0.0073,0.0073,0.0000,0.0000
1/5/2022,179.6100,180.1700,174.6400,172.9440,94537600,1.03854,1.0418,1.0098,1.24,1.24,0,0,0.0072,0.0072,0.0000,0.0000
1/4/2022,182.6300,182.9400,179.1200,177.6700,99310400,1.02792,1.0297,1.0082,1.24,1.24,0,0,0.0070,0.0070,0.0000,0.0000
1/3/2022,177.8300,182.8800,177.7100,179.9539,104487900,0.98820,1.0163,0.9875,1.24,1.24,0,0,0.0069,0.0069,0.0000,0.0000
12/31/2021,178.0900,179.2300,177.2600,175.5641,64062300,1.01439,1.0209,1.0097,1.24,1.24,0,0,0.0071,0.0071,0.0000,0.0000
12/30/2021,179.4700,180.5700,178.0900,176.1869,59773000,1.01863,1.0249,1.0108,1.24,1.24,0,0,0.0070,0.0070,0.0000,0.0000
12/29/2021,179.3300,180.6300,178.1400,177.3536,62348900,1.01114,1.0185,1.0044,1.24,1.24,0,0,0.0070,0.0070,0.0000,0.0000
12/28/2021,180.1600,181.3300,178.5300,177.2646,79144300,1.01633,1.0229,1.0071,1.24,1.24,0,0,0.0070,0.0070,0.0000,0.0000
12/27/2021,177.0900,180.4200,177.0700,178.2929,74919600,0.99325,1.0119,0.9931,1.24,1.24,0,0,0.0070,0.0070,0.0000,0.0000
12/23/2021,175.8500,176.8500,175.2700,174.2886,68356600,1.00896,1.0147,1.0056,1.24,1.24,0,0,0.0071,0.0071,0.0000,0.0000
12/22/2021,173.0400,175.8600,172.1500,173.6559,92135300,0.99645,1.0127,0.9913,1.24,1.24,0,0,0.0071,0.0071,0.0000,0.0000
12/21/2021,171.5600,173.2000,169.1200,171.0358,91185900,1.00306,1.0127,0.9888,1.24,1.24,0,0,0.0072,0.0072,0.0000,0.0000
12/20/2021,168.2800,170.5800,167.4600,167.8324,107499100,1.00267,1.0164,0.9978,1.24,1.24,0,0,0.0074,0.0074,0.0000,0.0000
12/17/2021,169.9300,173.4700,169.6900,169.2067,195432700,1.00427,1.0252,1.0029,1.24,1.24,0,0,0.0073,0.0073,0.0000,0.0000
12/16/2021,179.2800,181.1400,170.7500,170.3140,150185800,1.05264,1.0636,1.0026,1.24,1.24,0,0,0.0073,0.0073,0.0000,0.0000
12/15/2021,175.1100,179.5000,172.3100,177.2745,131063300,0.98779,1.0126,0.9720,1.24,1.24,0,0,0.0070,0.0070,0.0000,0.0000
12/14/2021,175.2500,177.7400,172.2100,172.3607,139380400,1.01676,1.0312,0.9991,1.24,1.24,0,0,0.0072,0.0072,0.0000,0.0000
12/13/2021,181.1200,182.1300,175.5300,173.7547,153237000,1.04239,1.0482,1.0102,1.24,1.24,0,0,0.0071,0.0071,0.0000,0.0000
12/10/2021,175.2100,179.6300,174.6900,177.4228,115402700,0.98753,1.0124,0.9846,1.24,1.24,0,0,0.0070,0.0070,0.0000,0.0000
12/9/2021,174.9100,176.7500,173.9200,172.5880,108923700,1.01345,1.0241,1.0077,1.24,1.24,0,0,0.0072,0.0072,0.0000,0.0000
12/8/2021,172.1300,175.9600,170.7000,173.1022,116998900,0.99438,1.0165,0.9861,1.24,1.24,0,0,0.0072,0.0072,0.0000,0.0000
12/7/2021,169.0800,171.5800,168.3400,169.2462,120405400,0.99902,1.0138,0.9946,1.24,1.24,0,0,0.0073,0.0073,0.0000,0.0000
12/6/2021,164.2900,167.8800,164.2800,163.4525,107497000,1.00512,1.0271,1.0051,1.24,1.24,0,0,0.0076,0.0076,0.0000,0.0000
12/3/2021,164.0200,164.9600,159.7200,160.0117,118023100,1.02505,1.0309,0.9982,1.24,1.24,0,0,0.0077,0.0077,0.0000,0.0000
12/2/2021,158.7400,164.2000,157.8000,161.9100,136739200,0.98042,1.0141,0.9746,1.24,1.24,0,0,0.0077,0.0077,0.0000,0.0000
12/1/2021,167.4800,170.3000,164.5300,162.9086,152052500,1.02806,1.0454,1.0100,1.24,1.24,0,0,0.0076,0.0076,0.0000,0.0000
11/30/2021,159.9900,165.5200,159.9200,163.4326,174048100,0.97894,1.0128,0.9785,1.24,1.24,0,0,0.0076,0.0076,0.0000,0.0000
11/29/2021,159.3700,161.1900,158.7900,158.4298,88748200,1.00593,1.0174,1.0023,1.24,1.24,0,0,0.0078,0.0078,0.0000,0.0000
11/26/2021,159.5700,160.4500,156.3600,155.0386,76959800,1.02923,1.0349,1.0085,1.24,1.24,0,0,0.0080,0.0080,0.0000,0.0000
11/24/2021,160.7500,162.1400,159.6400,160.1106,69463600,1.00399,1.0127,0.9971,1.24,1.24,0,0,0.0077,0.0077,0.0000,0.0000
11/23/2021,161.1200,161.8000,159.0600,159.5866,96041900,1.00961,1.0139,0.9967,1.24,1.24,0,0,0.0078,0.0078,0.0000,0.0000
11/22/2021,161.6800,165.7000,161.0000,159.2010,117467900,1.01557,1.0408,1.0113,1.24,1.24,0,0,0.0078,0.0078,0.0000,0.0000
11/19/2021,157.6500,161.0200,156.5300,158.7363,117305600,0.99316,1.0144,0.9861,1.24,1.24,0,0,0.0078,0.0078,0.0000,0.0000
11/18/2021,153.7100,158.6700,153.0500,156.0866,137827700,0.98477,1.0166,0.9805,1.24,1.24,0,0,0.0079,0.0079,0.0000,0.0000
11/17/2021,151.0000,155.0000,150.9900,151.7561,88807000,0.99502,1.0214,0.9950,1.24,1.24,0,0,0.0082,0.0082,0.0000,0.0000
11/16/2021,149.9400,151.4900,149.3400,149.2942,59256200,1.00433,1.0147,1.0003,1.24,1.24,0,0,0.0083,0.0083,0.0000,0.0000
11/15/2021,150.3700,151.8800,149.4300,148.3055,59222800,1.01392,1.0241,1.0076,1.24,1.24,0,0,0.0084,0.0084,0.0000,0.0000
11/12/2021,148.4300,150.4000,147.4800,148.2956,63804000,1.00091,1.0142,0.9945,1.24,1.24,0,0,0.0084,0.0084,0.0000,0.0000
11/11/2021,148.9600,149.4300,147.6800,146.1996,41000000,1.01888,1.0221,1.0101,1.24,1.24,0,0,0.0085,0.0085,0.0000,0.0000
11/10/2021,150.0200,150.1300,147.8500,146.2490,65187100,1.02578,1.0265,1.0109,1.24,1.24,0,0,0.0085,0.0085,0.0000,0.0000
11/9/2021,150.2000,151.4300,150.0600,149.1063,56787900,1.00733,1.0156,1.0064,1.24,1.24,0,0,0.0083,0.0083,0.0000,0.0000
11/8/2021,151.4100,151.5700,150.1600,148.7406,55020900,1.01795,1.0190,1.0095,1.24,1.24,0,0,0.0083,0.0083,0.0000,0.0000
11/5/2021,151.8900,152.2000,150.0600,149.5710,65463900,1.01550,1.0176,1.0033,1.24,1.24,0,0,0.0083,0.0083,0.0000,0.0000
11/4/2021,151.5800,152.4300,150.6400,149.0372,60394600,1.01706,1.0228,1.0108,1.24,1.24,0,0,0.0083,0.0083,0.0000,0.0000
11/3/2021,150.3900,151.9700,149.8200,149.5604,54511500,1.00555,1.0161,1.0017,1.24,1.24,0,0,0.0083,0.0083,0.0000,0.0000
11/2/2021,148.6600,151.5700,148.6500,148.1091,69122000,1.00372,1.0234,1.0037,1.24,1.24,0,0,0.0084,0.0084,0.0000,0.0000
11/1/2021,148.9900,149.7000,147.8000,147.0626,74588300,1.01311,1.0179,1.0050,1.24,1.24,0,0,0.0084,0.0084,0.0000,0.0000
10/29/2021,147.2200,149.9400,146.4100,147.8919,124953200,0.99546,1.0138,0.9900,1.24,1.24,0,0,0.0084,0.0084,0.0000,0.0000
10/28/2021,149.8200,153.1700,149.7200,150.6266,100077900,0.99464,1.0169,0.9940,1.24,1.24,0,0,0.0082,0.0082,0.0000,0.0000
10/27/2021,149.3600,149.7300,148.4900,146.9540,56094900,1.01637,1.0189,1.0105,1.3,1.01,0.29,28.7129,0.0088,0.0069,0.0020,0.1954
10/26/2021,149.3300,150.8400,149.0100,147.4180,60893400,1.01297,1.0232,1.0108,1.3,1.01,0.29,28.7129,0.0088,0.0069,0.0020,0.1948
10/25/2021,148.6800,149.3700,147.6200,146.7467,50720600,1.01317,1.0179,1.0060,1.3,1.01,0.29,28.7129,0.0089,0.0069,0.0020,0.1957
10/22/2021,149.6900,150.1800,148.6400,146.7961,58883400,1.01971,1.0231,1.0126,1.3,1.01,0.29,28.7129,0.0089,0.0069,0.0020,0.1956
10/21/2021,148.8100,149.6400,147.8700,147.5760,61421000,1.00836,1.0140,1.0020,1.3,1.01,0.29,28.7129,0.0088,0.0068,0.0020,0.1946
10/20/2021,148.7000,149.7500,148.1200,147.3588,58418800,1.00910,1.0162,1.0052,1.3,1.01,0.29,28.7129,0.0088,0.0069,0.0020,0.1949
10/19/2021,147.0100,149.1700,146.5500,146.8651,76378900,1.00099,1.0157,0.9979,1.3,1.01,0.29,28.7129,0.0089,0.0069,0.0020,0.1955
10/18/2021,143.4500,146.8400,143.1600,144.6833,85589200,0.99148,1.0149,0.9895,1.3,1.01,0.29,28.7129,0.0090,0.0070,0.0020,0.1985
10/15/2021,143.7700,144.9000,143.5100,142.9951,67940300,1.00542,1.0133,1.0036,1.3,1.01,0.29,28.7129,0.0091,0.0071,0.0020,0.2008
10/14/2021,142.1100,143.8800,141.5100,141.9288,69907100,1.00128,1.0137,0.9970,1.3,1.01,0.29,28.7129,0.0092,0.0071,0.0020,0.2023
10/13/2021,141.2400,141.4000,139.2000,139.1152,78762700,1.01527,1.0164,1.0006,1.3,1.01,0.29,28.7129,0.0093,0.0073,0.0021,0.2064
10/12/2021,143.2300,143.2500,141.0400,139.7075,73035900,1.02521,1.0254,1.0095,1.3,1.01,0.29,28.7129,0.0093,0.0072,0.0021,0.2055
10/11/2021,142.2700,144.8100,141.8100,140.9910,64452200,1.00907,1.0271,1.0058,1.3,1.01,0.29,28.7129,0.0092,0.0072,0.0021,0.2037
10/8/2021,144.0300,144.1800,142.5600,141.0798,58773200,1.02091,1.0220,1.0105,1.3,1.01,0.29,28.7129,0.0092,0.0072,0.0021,0.2035
10/7/2021,143.0600,144.2200,142.7200,141.4648,61732700,1.01128,1.0195,1.0089,1.3,1.01,0.29,28.7129,0.0092,0.0071,0.0020,0.2030
10/6/2021,139.4700,142.1500,138.3700,140.1913,83221100,0.99486,1.0140,0.9870,1.3,1.01,0.29,28.7129,0.0093,0.0072,0.0021,0.2048
10/5/2021,139.4900,142.2400,139.3600,139.3126,80861100,1.00127,1.0210,1.0003,1.3,1.01,0.29,28.7129,0.0093,0.0072,0.0021,0.2061
10/4/2021,141.7600,142.2100,138.2700,137.3677,98322000,1.03197,1.0353,1.0066,1.3,1.01,0.29,28.7129,0.0095,0.0074,0.0021,0.2090
10/1/2021,141.9000,142.9200,139.1100,140.8330,94639600,1.00758,1.0148,0.9878,1.3,1.01,0.29,28.7129,0.0092,0.0072,0.0021,0.2039
9/30/2021,143.6600,144.3800,141.2800,139.6976,89056700,1.02836,1.0335,1.0113,1.3,1.01,0.29,28.7129,0.0093,0.0072,0.0021,0.2055
9/29/2021,142.4700,144.4500,142.0300,141.0107,74602000,1.01035,1.0244,1.0072,1.3,1.01,0.29,28.7129,0.0092,0.0072,0.0021,0.2036
9/28/2021,143.2500,144.7500,141.6900,140.1024,108972300,1.02247,1.0332,1.0113,1.3,1.01,0.29,28.7129,0.0093,0.0072,0.0021,0.2049
9/27/2021,145.4700,145.9600,143.8200,143.5183,74150700,1.01360,1.0170,1.0021,1.3,1.01,0.29,28.7129,0.0091,0.0070,0.0020,0.2001
9/24/2021,145.6600,147.4700,145.5600,145.0486,53477900,1.00422,1.0167,1.0035,1.3,1.01,0.29,28.7129,0.0090,0.0070,0.0020,0.1980
9/23/2021,146.6500,147.0800,145.6400,144.9597,64838200,1.01166,1.0146,1.0047,1.3,1.01,0.29,28.7129,0.0090,0.0070,0.0020,0.1981
9/22/2021,144.4500,146.4300,143.7000,143.9922,76404300,1.00318,1.0169,0.9980,1.3,1.01,0.29,28.7129,0.0090,0.0070,0.0020,0.1994
9/21/2021,143.9300,144.6000,142.7800,141.6030,75834000,1.01643,1.0212,1.0083,1.3,1.01,0.29,28.7129,0.0092,0.0071,0.0020,0.2028
9/20/2021,143.8000,144.8400,141.2700,141.1193,123478900,1.01900,1.0264,1.0011,1.3,1.01,0.29,28.7129,0.0092,0.0072,0.0021,0.2035
9/17/2021,148.8200,148.8200,145.7600,144.1995,129868800,1.03204,1.0320,1.0108,1.3,1.01,0.29,28.7129,0.0090,0.0070,0.0020,0.1991
9/16/2021,148.4400,148.9700,147.2200,146.8948,68034100,1.01052,1.0141,1.0022,1.3,1.01,0.29,28.7129,0.0088,0.0069,0.0020,0.1955
9/15/2021,148.5600,149.4400,146.3700,147.1317,83281300,1.00971,1.0157,0.9948,1.3,1.01,0.29,28.7129,0.0088,0.0069,0.0020,0.1952
9/14/2021,150.3500,151.0700,146.9100,146.2333,109296300,1.02815,1.0331,1.0046,1.3,1.01,0.29,28.7129,0.0089,0.0069,0.0020,0.1963
9/13/2021,150.6300,151.4200,148.7500,147.6451,102404300,1.02022,1.0256,1.0075,1.3,1.01,0.29,28.7129,0.0088,0.0068,0.0020,0.1945
9/10/2021,155.0000,155.4800,148.7000,147.0725,140893200,1.05390,1.0572,1.0111,1.3,1.01,0.29,28.7129,0.0088,0.0069,0.0020,0.1952
9/9/2021,155.4900,156.1100,153.9500,152.1075,57305700,1.02224,1.0263,1.0121,1.3,1.01,0.29,28.7129,0.0085,0.0066,0.0019,0.1888
9/8/2021,156.9800,157.0400,153.9800,153.1343,74420200,1.02511,1.0255,1.0055,1.3,1.01,0.29,28.7129,0.0085,0.0066,0.0019,0.1875
9/7/2021,154.9700,157.2600,154.3900,154.6942,82278300,1.00178,1.0166,0.9980,1.3,1.01,0.29,28.7129,0.0084,0.0065,0.0019,0.1856
9/3/2021,153.7600,154.6300,153.0900,152.3346,57808700,1.00936,1.0151,1.0050,1.3,1.01,0.29,28.7129,0.0085,0.0066,0.0019,0.1885
9/2/2021,153.8700,154.7200,152.4000,151.6929,71115500,1.01435,1.0200,1.0047,1.3,1.01,0.29,28.7129,0.0086,0.0067,0.0019,0.1893
9/1/2021,152.8300,154.9800,152.3400,150.5674,80313700,1.01503,1.0293,1.0118,1.3,1.01,0.29,28.7129,0.0086,0.0067,0.0019,0.1907
8/31/2021,152.6600,152.8000,151.2900,149.8961,86453100,1.01844,1.0194,1.0093,1.3,1.01,0.29,28.7129,0.0087,0.0067,0.0019,0.1916
8/30/2021,149.0000,153.4900,148.6100,151.1696,90956700,0.98565,1.0153,0.9831,1.3,1.01,0.29,28.7129,0.0086,0.0067,0.0019,0.1899
8/27/2021,147.4800,148.7500,146.8300,146.7072,55802400,1.00527,1.0139,1.0008,1.3,1.01,0.29,28.7129,0.0089,0.0069,0.0020,0.1957
8/26/2021,148.3500,149.1200,147.5100,145.6607,48597200,1.01846,1.0237,1.0127,1.3,1.01,0.29,28.7129,0.0089,0.0069,0.0020,0.1971
8/25/2021,149.8100,150.3200,147.8000,146.4703,58991300,1.02280,1.0263,1.0091,1.3,1.01,0.29,28.7129,0.0089,0.0069,0.0020,0.1960
8/24/2021,149.4500,150.8600,149.1500,147.7142,48606400,1.01175,1.0213,1.0097,1.3,1.01,0.29,28.7129,0.0088,0.0068,0.0020,0.1944
8/23/2021,148.3100,150.1900,147.8900,147.8031,60131800,1.00343,1.0161,1.0006,1.3,1.01,0.29,28.7129,0.0088,0.0068,0.0020,0.1943
8/20/2021,147.4400,148.5000,146.7800,146.3024,60549600,1.00778,1.0150,1.0033,1.3,1.01,0.29,28.7129,0.0089,0.0069,0.0020,0.1963
8/19/2021,145.0300,148.0000,144.5000,144.8314,86960300,1.00137,1.0219,0.9977,1.3,1.01,0.29,28.7129,0.0090,0.0070,0.0020,0.1983
8/18/2021,149.8000,150.7200,146.1500,144.4957,86326000,1.03671,1.0431,1.0114,1.3,1.01,0.29,28.7129,0.0090,0.0070,0.0020,0.1987
8/17/2021,150.2300,151.6800,149.0900,148.2770,92229700,1.01317,1.0230,1.0055,1.3,1.01,0.29,28.7129,0.0088,0.0068,0.0020,0.1936
8/16/2021,148.5400,151.1900,146.4700,149.1951,103296000,0.99561,1.0134,0.9817,1.3,1.01,0.29,28.7129,0.0087,0.0068,0.0019,0.1925
8/13/2021,148.9700,149.4400,148.2700,147.2009,59375000,1.01202,1.0152,1.0073,1.3,1.01,0.29,28.7129,0.0088,0.0069,0.0020,0.1951
8/12/2021,146.1900,149.0500,145.8400,146.9935,72282600,0.99453,1.0140,0.9922,1.3,1.01,0.29,28.7129,0.0088,0.0069,0.0020,0.1953
8/11/2021,146.0500,146.7200,145.5300,144.0021,48493500,1.01422,1.0189,1.0106,1.3,1.01,0.29,28.7129,0.0090,0.0070,0.0020,0.1994
8/10/2021,146.4400,147.7100,145.3000,143.7454,69023100,1.01875,1.0276,1.0108,1.3,1.01,0.29,28.7129,0.0090,0.0070,0.0020,0.1997
8/9/2021,146.2000,146.7000,145.5200,144.2291,48908700,1.01366,1.0171,1.0090,1.3,1.01,0.29,28.7129,0.0090,0.0070,0.0020,0.1991
8/6/2021,146.3500,147.1100,145.6300,144.2785,54126800,1.01436,1.0196,1.0094,1.3,1.01,0.29,28.7129,0.0090,0.0070,0.0020,0.1990
8/5/2021,146.9800,147.8400,146.1700,144.9696,46397700,1.01387,1.0198,1.0083,1.3,1.01,0.29,28.7129,0.0090,0.0070,0.0020,0.1981
8/4/2021,147.2700,147.7900,146.2800,144.8612,56368300,1.01663,1.0202,1.0098,1.3,1.01,0.29,28.7129,0.0090,0.0070,0.0020,0.1982
8/3/2021,145.8100,148.0400,145.1800,145.2654,64786600,1.00375,1.0191,0.9994,1.3,1.01,0.29,28.7129,0.0089,0.0070,0.0020,0.1977
8/2/2021,146.3600,146.9500,145.2500,143.4515,62880000,1.02028,1.0244,1.0125,1.3,1.01,0.29,28.7129,0.0091,0.0070,0.0020,0.2002
7/30/2021,144.3800,146.3300,144.1100,143.7867,70440600,1.00413,1.0177,1.0022,1.3,1.01,0.29,28.7129,0.0090,0.0070,0.0020,0.1997
7/29/2021,144.6900,146.5500,144.5800,143.5698,56699500,1.00780,1.0208,1.0070,1.3,1.01,0.29,28.7129,0.0091,0.0070,0.0020,0.2000
7/28/2021,144.8100,146.9700,142.5400,142.9192,118931200,1.01323,1.0283,0.9973,1.3,1.01,0.29,28.7129,0.0091,0.0071,0.0020,0.2009
7/27/2021,149.1200,149.2100,145.5500,144.6837,104818600,1.03066,1.0313,1.0060,1.3,1.01,0.29,28.7129,0.0090,0.0070,0.0020,0.1985
7/26/2021,148.2700,149.8300,147.7000,146.8722,72434100,1.00952,1.0201,1.0056,1.4,0.99,0.41,41.4141,0.0095,0.0067,0.0028,0.2820
7/23/2021,147.5500,148.7200,146.9200,146.4483,71447400,1.00752,1.0155,1.0032,1.4,0.99,0.41,41.4141,0.0096,0.0068,0.0028,0.2828
7/22/2021,145.9400,148.2000,145.8100,144.7133,77338200,1.00848,1.0241,1.0076,1.4,0.99,0.41,41.4141,0.0097,0.0068,0.0028,0.2862
7/21/2021,145.5300,146.1300,144.6300,143.3332,74993500,1.01533,1.0195,1.0090,1.4,0.99,0.41,41.4141,0.0098,0.0069,0.0029,0.2889
7/20/2021,143.4600,147.1000,142.9600,144.0726,96350000,0.99575,1.0210,0.9923,1.4,0.99,0.41,41.4141,0.0097,0.0069,0.0028,0.2875
7/19/2021,143.7500,144.0700,141.6700,140.4252,121434600,1.02368,1.0260,1.0089,1.4,0.99,0.41,41.4141,0.0100,0.0071,0.0029,0.2949
7/16/2021,148.4600,149.7600,145.8800,144.3091,93251400,1.02876,1.0378,1.0109,1.4,0.99,0.41,41.4141,0.0097,0.0069,0.0028,0.2870
7/15/2021,149.2400,150.0000,147.0900,146.3694,106820300,1.01961,1.0248,1.0049,1.4,0.99,0.41,41.4141,0.0096,0.0068,0.0028,0.2829
7/14/2021,148.1000,149.5700,147.6800,147.0299,127050800,1.00728,1.0173,1.0044,1.4,0.99,0.41,41.4141,0.0095,0.0067,0.0028,0.2817
7/13/2021,144.0300,147.4600,143.6300,143.5698,100827100,1.00321,1.0271,1.0004,1.4,0.99,0.41,41.4141,0.0098,0.0069,0.0029,0.2885
7/12/2021,146.2100,146.3200,144.0000,142.4460,76299700,1.02642,1.0272,1.0109,1.4,0.99,0.41,41.4141,0.0098,0.0070,0.0029,0.2907
7/9/2021,142.7500,145.6500,142.6500,143.0473,99890800,0.99792,1.0182,0.9972,1.4,0.99,0.41,41.4141,0.0098,0.0069,0.0029,0.2895
7/8/2021,141.5800,144.0600,140.6700,141.2039,105575500,1.00266,1.0202,0.9962,1.4,0.99,0.41,41.4141,0.0099,0.0070,0.0029,0.2933
7/7/2021,143.5400,144.8900,142.6600,142.5150,104911600,1.00719,1.0167,1.0010,1.4,0.99,0.41,41.4141,0.0098,0.0069,0.0029,0.2906
7/6/2021,140.0700,143.1500,140.0700,140.0013,108181800,1.00049,1.0225,1.0005,1.4,0.99,0.41,41.4141,0.0100,0.0071,0.0029,0.2958
7/2/2021,137.9000,140.0000,137.7500,137.9705,78852600,0.99949,1.0147,0.9984,1.4,0.99,0.41,41.4141,0.0101,0.0072,0.0030,0.3002
7/1/2021,136.6000,137.3300,135.7600,135.3188,52485800,1.00947,1.0149,1.0033,1.4,0.99,0.41,41.4141,0.0103,0.0073,0.0030,0.3060
6/30/2021,136.1700,137.4100,135.8700,135.0132,63261400,1.00857,1.0178,1.0063,1.4,0.99,0.41,41.4141,0.0104,0.0073,0.0030,0.3067
6/29/2021,134.8000,136.4900,134.3500,134.3921,64556100,1.00304,1.0156,0.9997,1.4,0.99,0.41,41.4141,0.0104,0.0074,0.0031,0.3082
6/28/2021,133.4100,135.2500,133.3500,132.8642,62111300,1.00411,1.0180,1.0037,1.4,0.99,0.41,41.4141,0.0105,0.0075,0.0031,0.3117
6/25/2021,133.4600,133.8900,132.8100,131.2179,70783700,1.01709,1.0204,1.0121,1.4,0.99,0.41,41.4141,0.0107,0.0075,0.0031,0.3156
6/24/2021,134.4500,134.6400,132.9300,131.5136,68711000,1.02233,1.0238,1.0108,1.4,0.99,0.41,41.4141,0.0106,0.0075,0.0031,0.3149
6/23/2021,133.7700,134.3200,133.2300,131.7995,60214200,1.01495,1.0191,1.0109,1.4,0.99,0.41,41.4141,0.0106,0.0075,0.0031,0.3142
6/22/2021,132.1300,134.0800,131.6200,132.0755,74783600,1.00041,1.0152,0.9966,1.4,0.99,0.41,41.4141,0.0106,0.0075,0.0031,0.3136
6/21/2021,130.3000,132.4100,129.2100,130.4194,79663300,0.99908,1.0153,0.9907,1.4,0.99,0.41,41.4141,0.0107,0.0076,0.0031,0.3175
6/18/2021,130.7100,131.5100,130.2400,128.6056,108953300,1.01636,1.0226,1.0127,1.4,0.99,0.41,41.4141,0.0109,0.0077,0.0032,0.3220
6/17/2021,129.8000,132.5500,129.6500,129.9167,96721700,0.99910,1.0203,0.9979,1.4,0.99,0.41,41.4141,0.0108,0.0076,0.0032,0.3188
6/16/2021,130.3700,130.8900,128.4600,128.3000,91815000,1.01613,1.0202,1.0012,1.4,0.99,0.41,41.4141,0.0109,0.0077,0.0032,0.3228
6/15/2021,129.9400,130.6000,129.3900,127.7972,62746300,1.01677,1.0219,1.0125,1.4,0.99,0.41,41.4141,0.0110,0.0077,0.0032,0.3241
6/14/2021,127.8200,130.5400,127.0700,128.6253,96906500,0.99374,1.0149,0.9879,1.4,0.99,0.41,41.4141,0.0109,0.0077,0.0032,0.3220
6/11/2021,126.5300,127.4400,126.1000,125.5398,53522400,1.00789,1.0151,1.0045,1.4,0.99,0.41,41.4141,0.0112,0.0079,0.0033,0.3299
6/10/2021,127.0200,128.1900,125.9400,124.3174,71186400,1.02174,1.0312,1.0131,1.4,0.99,0.41,41.4141,0.0113,0.0080,0.0033,0.3331
6/9/2021,127.2100,127.7500,126.5200,125.3229,56877900,1.01506,1.0194,1.0096,1.4,0.99,0.41,41.4141,0.0112,0.0079,0.0033,0.3305
6/8/2021,126.6000,128.4600,126.2100,124.9385,74403800,1.01330,1.0282,1.0102,1.4,0.99,0.41,41.4141,0.0112,0.0079,0.0033,0.3315
6/7/2021,126.1700,126.3200,124.8300,124.1104,71057600,1.01659,1.0178,1.0058,1.4,0.99,0.41,41.4141,0.0113,0.0080,0.0033,0.3337
6/4/2021,124.0700,126.1600,123.8500,124.1005,75169300,0.99975,1.0166,0.9980,1.4,0.99,0.41,41.4141,0.0113,0.0080,0.0033,0.3337
